,--aud,--constrained-intra,--intra-refresh,--no-asm,--slow-firstpass,--weightb,--aq-strength,--ipratio,--pbratio,--psy-rd,--qblur,--qcomp,--vbv-init,--aq-mode,--b-adapt,--bframes,--crf,--keyint,--lookahead-threads,--min-keyint,--qp,--qpstep,--qpmin,--qpmax,--rc-lookahead,--ref,--vbv-bufsize,--deblock,--me,--overscan,--preset,--scenecut,--tune
6860,--aud,--constrained-intra,,,--slow-firstpass,--weightb,0.0,1.5,1.1,0.8,0.4,0.6,0.5,1,0,12,30,290,3,27,20,4,4,61,38,5,1000,1:1,hex,crop,veryslow,40,ssim
6861,--aud,--constrained-intra,,,--slow-firstpass,--weightb,1.0,1.0,1.3,0.6,0.4,0.7,0.3,2,1,14,25,300,1,22,50,3,0,61,18,2,1000,-1:-1,dia,show,veryfast,0,grain
6862,,--constrained-intra,,--no-asm,,--weightb,0.5,1.0,1.2,3.6,0.6,0.7,0.8,2,0,16,40,230,4,21,30,4,2,63,28,1,2000,-1:-1,hex,crop,medium,30,psnr
6863,,--constrained-intra,,--no-asm,--slow-firstpass,--no-weightb,3.0,1.6,1.3,0.6,0.5,0.6,0.5,3,0,16,45,260,2,29,0,4,4,67,48,6,1000,1:1,umh,crop,placebo,0,psnr
6864,,,,--no-asm,--slow-firstpass,--weightb,1.5,1.4,1.4,2.0,0.3,0.8,0.3,1,0,14,50,260,3,27,50,3,3,65,28,2,1000,-1:-1,umh,crop,fast,10,animation
6865,--aud,,,--no-asm,,--no-weightb,0.5,1.0,1.3,4.6,0.4,0.7,0.8,1,0,10,40,230,1,23,20,3,4,69,38,4,1000,-1:-1,dia,show,veryslow,0,psnr
6866,--aud,,,--no-asm,--slow-firstpass,--no-weightb,2.5,1.2,1.0,1.6,0.5,0.7,0.5,1,0,16,10,200,2,25,0,5,2,63,48,2,2000,-2:-2,hex,crop,placebo,30,grain
6867,--aud,,,--no-asm,,--no-weightb,1.0,1.1,1.0,2.6,0.4,0.6,0.7,1,2,10,50,240,3,21,20,3,2,67,38,4,1000,1:1,dia,crop,medium,10,animation
6868,,--constrained-intra,,,,--weightb,0.0,1.2,1.3,2.8,0.2,0.8,0.7,2,2,16,15,250,4,21,40,5,3,65,28,1,1000,-2:-2,hex,show,superfast,0,animation
6869,,,,,--slow-firstpass,--weightb,0.5,1.2,1.4,3.6,0.6,0.8,0.9,2,2,14,40,260,3,22,0,4,0,68,38,4,1000,-2:-2,dia,crop,fast,0,animation
6870,,--constrained-intra,,,--slow-firstpass,--no-weightb,2.0,1.5,1.1,0.6,0.6,0.7,0.8,2,0,16,10,240,0,22,40,3,4,63,38,4,1000,-2:-2,dia,crop,ultrafast,30,grain
6871,,--constrained-intra,,--no-asm,,--no-weightb,1.5,1.6,1.4,2.8,0.6,0.7,0.0,0,0,10,5,200,1,26,20,3,2,67,38,2,1000,-1:-1,umh,crop,superfast,30,animation
6872,,,,--no-asm,,--weightb,3.0,1.0,1.2,2.8,0.6,0.8,0.5,0,1,8,50,220,2,29,40,4,3,64,48,2,2000,-2:-2,dia,show,superfast,0,psnr
6873,--aud,--constrained-intra,,,,--weightb,0.5,1.2,1.4,3.8,0.5,0.8,0.5,1,1,0,10,200,1,26,20,5,3,60,18,3,2000,-2:-2,hex,crop,veryfast,0,grain
6874,,--constrained-intra,,--no-asm,--slow-firstpass,--weightb,1.5,1.5,1.2,4.0,0.2,0.8,0.9,1,1,6,25,210,1,27,40,4,1,67,28,2,2000,-2:-2,hex,crop,slow,0,psnr
6875,--aud,--constrained-intra,,--no-asm,--slow-firstpass,--no-weightb,1.0,1.3,1.1,2.8,0.6,0.6,0.6,2,0,4,25,220,4,30,30,4,2,60,48,3,1000,1:1,umh,show,slow,10,grain
6876,--aud,--constrained-intra,,,--slow-firstpass,--no-weightb,0.0,1.4,1.2,1.4,0.4,0.7,0.6,1,0,10,10,300,4,28,30,3,0,68,48,1,2000,-2:-2,umh,crop,slower,10,grain
6877,,--constrained-intra,,,,--no-weightb,1.5,1.6,1.1,3.4,0.3,0.6,0.5,1,1,0,45,220,0,27,40,4,3,65,28,2,1000,-1:-1,umh,crop,veryslow,0,animation
6878,--aud,,,,,--no-weightb,2.0,1.1,1.2,4.6,0.6,0.9,0.1,0,1,2,15,260,0,22,10,5,2,68,18,1,1000,1:1,dia,crop,fast,0,grain
6879,--aud,,,--no-asm,--slow-firstpass,--no-weightb,0.0,1.1,1.4,5.0,0.6,0.6,0.4,1,2,16,40,270,0,27,20,5,1,67,48,1,2000,1:1,hex,show,superfast,10,psnr
6880,,,,,,--no-weightb,1.5,1.1,1.2,3.4,0.2,0.7,0.2,1,2,10,10,250,2,29,30,3,2,64,48,2,1000,1:1,dia,crop,superfast,10,grain
6881,,--constrained-intra,,,--slow-firstpass,--no-weightb,2.0,1.2,1.2,4.4,0.5,0.9,0.0,0,1,2,35,280,4,30,20,4,0,69,18,1,2000,-1:-1,dia,crop,fast,30,grain
6882,--aud,,,--no-asm,,--no-weightb,3.0,1.1,1.3,4.6,0.5,0.7,0.4,1,1,4,50,230,3,25,50,4,4,67,28,6,2000,-1:-1,umh,show,slow,30,ssim
6883,,,,--no-asm,--slow-firstpass,--weightb,0.0,1.3,1.1,3.2,0.6,0.7,0.1,0,1,0,25,260,3,20,40,3,0,60,18,2,2000,-1:-1,umh,show,faster,30,ssim
6884,--aud,,,,,--no-weightb,3.0,1.6,1.3,3.0,0.3,0.9,0.1,1,0,4,10,230,1,25,30,4,0,67,28,4,1000,1:1,umh,crop,medium,30,animation
6885,--aud,,,--no-asm,--slow-firstpass,--weightb,1.5,1.0,1.1,3.6,0.5,0.9,0.7,0,0,16,30,270,3,29,10,5,0,69,28,2,1000,-1:-1,hex,show,medium,40,psnr
6886,,,,,--slow-firstpass,--no-weightb,0.5,1.0,1.0,1.6,0.6,0.9,0.4,3,2,0,45,200,1,24,40,4,3,62,18,2,2000,-1:-1,dia,crop,slower,0,grain
6887,--aud,,,,--slow-firstpass,--no-weightb,3.0,1.6,1.2,4.6,0.6,0.9,0.6,1,2,0,50,240,0,23,0,4,2,66,28,5,2000,1:1,umh,show,slower,0,animation
6888,--aud,--constrained-intra,,--no-asm,,--no-weightb,2.5,1.4,1.1,0.2,0.5,0.8,0.2,2,0,10,20,220,3,24,0,3,1,65,18,4,2000,-1:-1,hex,crop,medium,30,animation
6889,--aud,--constrained-intra,,,--slow-firstpass,--no-weightb,0.5,1.0,1.3,4.4,0.5,0.9,0.7,2,0,14,25,270,0,21,40,4,3,61,18,6,1000,-1:-1,hex,show,faster,30,ssim
6890,,,,,,--no-weightb,0.0,1.1,1.1,1.0,0.3,0.8,0.9,3,1,2,15,270,2,30,20,3,3,69,38,2,1000,-2:-2,dia,crop,veryslow,10,psnr
6891,--aud,--constrained-intra,,,,--weightb,3.0,1.6,1.4,1.6,0.3,0.6,0.3,0,1,0,10,200,1,27,50,4,4,67,28,1,2000,-2:-2,umh,show,faster,10,psnr
6892,--aud,--constrained-intra,,--no-asm,,--weightb,1.5,1.0,1.2,4.4,0.4,0.7,0.4,1,1,8,10,220,0,22,10,5,0,69,18,2,1000,-1:-1,dia,crop,faster,10,grain
6893,--aud,,,--no-asm,--slow-firstpass,--weightb,0.5,1.4,1.0,2.4,0.4,0.6,0.2,1,1,12,35,270,1,25,40,3,1,63,38,4,2000,-2:-2,umh,show,veryslow,40,animation
6894,,--constrained-intra,,--no-asm,,--weightb,2.0,1.1,1.4,4.2,0.3,0.7,0.3,0,2,8,40,240,4,25,20,3,2,63,38,3,1000,-2:-2,umh,show,placebo,0,ssim
6895,--aud,--constrained-intra,,--no-asm,,--no-weightb,2.0,1.5,1.0,5.0,0.3,0.6,0.5,3,1,2,20,210,1,29,0,3,2,61,28,2,1000,-1:-1,hex,crop,placebo,10,psnr
6896,,--constrained-intra,,--no-asm,--slow-firstpass,--weightb,2.0,1.5,1.0,4.0,0.2,0.7,0.0,2,0,6,15,230,1,23,40,4,0,67,48,6,1000,-1:-1,hex,crop,ultrafast,40,animation
6897,,,,--no-asm,--slow-firstpass,--no-weightb,3.0,1.3,1.1,0.4,0.2,0.9,0.7,3,1,12,5,260,4,25,0,4,3,65,28,4,1000,-1:-1,umh,show,ultrafast,10,animation
6898,,--constrained-intra,,--no-asm,--slow-firstpass,--no-weightb,3.0,1.2,1.0,4.6,0.6,0.6,0.8,0,1,16,40,240,1,26,10,5,4,64,38,4,1000,-2:-2,hex,show,faster,10,psnr
6899,,,,--no-asm,,--weightb,2.5,1.1,1.4,3.8,0.5,0.7,0.8,2,0,0,35,230,2,22,20,5,4,60,28,2,1000,-1:-1,dia,crop,veryfast,30,grain
6900,--aud,,,--no-asm,--slow-firstpass,--no-weightb,0.5,1.1,1.3,0.2,0.4,0.6,0.3,3,0,2,20,290,1,20,20,3,1,62,28,5,1000,-2:-2,umh,show,placebo,0,psnr
6901,--aud,--constrained-intra,,--no-asm,--slow-firstpass,--weightb,0.0,1.2,1.4,0.4,0.5,0.9,0.4,0,0,12,5,250,1,23,50,5,3,67,48,6,1000,1:1,hex,show,placebo,30,psnr
6902,,--constrained-intra,,,--slow-firstpass,--no-weightb,0.0,1.4,1.4,4.0,0.4,0.9,0.0,3,2,8,5,250,1,22,50,4,0,67,48,4,1000,1:1,umh,show,placebo,30,ssim
6903,,--constrained-intra,,--no-asm,--slow-firstpass,--weightb,0.0,1.0,1.1,0.8,0.4,0.7,0.5,3,0,16,0,260,2,22,20,3,0,65,18,5,2000,-2:-2,dia,show,ultrafast,30,psnr
6904,--aud,,,--no-asm,,--weightb,1.5,1.0,1.4,0.2,0.6,0.8,0.3,2,0,14,45,290,2,26,40,5,4,60,48,6,2000,-1:-1,umh,crop,placebo,0,animation
6905,,--constrained-intra,,--no-asm,--slow-firstpass,--weightb,3.0,1.5,1.0,3.8,0.5,0.6,0.5,2,0,4,30,270,1,29,20,5,2,64,28,6,1000,-2:-2,dia,show,fast,30,animation
6906,,--constrained-intra,,--no-asm,,--weightb,2.5,1.1,1.3,0.6,0.3,0.7,0.8,0,2,2,0,230,2,23,20,4,3,61,48,6,1000,-1:-1,dia,crop,slower,0,grain
6907,,--constrained-intra,,--no-asm,,--weightb,1.0,1.2,1.1,1.8,0.3,0.6,0.1,1,1,14,30,200,3,27,10,4,4,69,18,3,1000,1:1,dia,show,veryslow,10,grain
6908,,--constrained-intra,,--no-asm,--slow-firstpass,--weightb,2.0,1.6,1.0,1.2,0.2,0.6,0.5,0,2,14,30,280,2,25,20,3,2,62,18,3,2000,-2:-2,dia,show,veryslow,0,animation
6909,,--constrained-intra,,--no-asm,,--no-weightb,2.0,1.0,1.3,1.2,0.2,0.8,0.6,0,2,4,40,300,3,28,20,3,2,69,18,2,2000,-1:-1,dia,show,slower,0,psnr
6910,--aud,,,,--slow-firstpass,--no-weightb,2.0,1.3,1.0,3.8,0.6,0.7,0.4,1,1,10,50,300,1,23,20,4,1,60,28,5,1000,-2:-2,dia,crop,faster,40,animation
6911,--aud,--constrained-intra,,,,--weightb,0.0,1.2,1.1,3.4,0.3,0.6,0.4,3,2,6,20,200,0,27,10,3,4,61,48,1,2000,-1:-1,umh,crop,fast,40,animation
6912,,--constrained-intra,,,--slow-firstpass,--weightb,3.0,1.0,1.2,3.6,0.2,0.9,0.5,3,1,4,0,230,2,24,50,3,1,65,48,1,2000,-2:-2,hex,show,slower,40,grain
6913,,,,,,--weightb,0.5,1.3,1.0,4.0,0.6,0.7,0.8,2,0,6,10,210,0,27,40,4,4,61,18,3,1000,-1:-1,dia,show,slower,0,animation
6914,--aud,,,,--slow-firstpass,--no-weightb,3.0,1.4,1.2,4.4,0.2,0.8,0.5,3,0,2,20,250,2,23,30,5,4,63,48,2,1000,-1:-1,hex,show,superfast,0,animation
6915,,,,,,--weightb,3.0,1.3,1.2,3.0,0.3,0.9,0.3,2,1,8,10,260,4,25,0,3,3,66,18,3,1000,1:1,dia,crop,placebo,30,animation
6916,--aud,--constrained-intra,,--no-asm,,--weightb,0.0,1.3,1.3,2.2,0.6,0.9,0.9,0,1,6,15,290,3,29,40,3,4,67,28,6,2000,1:1,umh,crop,ultrafast,30,ssim
6917,,--constrained-intra,--intra-refresh,--no-asm,,--no-weightb,1.5,1.3,1.3,3.0,0.4,0.9,0.6,1,1,8,45,220,3,25,40,3,3,68,28,1,1000,-1:-1,dia,crop,veryslow,0,psnr
6918,,,,--no-asm,,--no-weightb,2.0,1.1,1.2,3.0,0.3,0.9,0.2,1,1,10,30,210,2,20,20,3,0,68,48,1,2000,-2:-2,umh,crop,fast,10,ssim
6919,--aud,,,--no-asm,,--weightb,3.0,1.3,1.0,3.6,0.4,0.7,0.8,2,2,16,50,200,2,26,30,3,1,63,48,4,1000,1:1,hex,crop,placebo,10,animation
6920,--aud,--constrained-intra,,--no-asm,--slow-firstpass,--no-weightb,3.0,1.2,1.0,3.6,0.6,0.6,0.8,3,0,6,15,240,0,20,50,5,4,61,18,3,2000,-1:-1,dia,show,slower,30,grain
6921,--aud,,,,,--no-weightb,2.5,1.5,1.3,2.8,0.2,0.9,0.9,3,2,8,45,230,2,30,20,5,3,64,18,1,2000,1:1,hex,crop,superfast,40,psnr
6922,--aud,--constrained-intra,,,,--no-weightb,1.0,1.2,1.1,2.4,0.6,0.6,0.8,3,2,6,25,300,2,28,0,4,0,60,28,2,1000,1:1,hex,show,slower,0,grain
6923,,--constrained-intra,,,,--no-weightb,1.0,1.6,1.3,4.8,0.4,0.9,0.8,0,1,0,50,270,3,27,50,3,0,60,18,6,2000,1:1,umh,crop,slow,0,psnr
6924,--aud,,,--no-asm,--slow-firstpass,--no-weightb,3.0,1.6,1.2,4.0,0.6,0.7,0.4,2,2,0,45,210,0,30,30,4,4,69,18,2,1000,-2:-2,dia,show,ultrafast,40,grain
6925,,--constrained-intra,,,--slow-firstpass,--weightb,0.0,1.5,1.2,3.0,0.3,0.9,0.7,3,2,14,10,290,0,24,30,5,2,65,38,5,2000,-2:-2,hex,show,superfast,30,psnr
6926,,--constrained-intra,,,,--no-weightb,3.0,1.0,1.3,2.6,0.4,0.6,0.2,3,0,14,10,250,3,23,20,5,1,61,28,3,1000,-1:-1,umh,show,slower,10,animation
6927,--aud,--constrained-intra,,,,--weightb,2.0,1.4,1.1,3.2,0.4,0.8,0.4,2,2,10,0,210,2,23,40,3,1,63,38,5,2000,-1:-1,hex,crop,medium,0,ssim
6928,--aud,,,,--slow-firstpass,--weightb,1.0,1.0,1.3,2.8,0.6,0.8,0.6,3,1,14,25,230,1,27,50,3,3,61,28,5,1000,1:1,umh,crop,superfast,30,animation
6929,,,,,--slow-firstpass,--no-weightb,1.5,1.5,1.2,3.0,0.5,0.8,0.5,3,1,16,30,220,2,22,0,3,0,60,48,4,1000,-2:-2,umh,crop,fast,0,grain
6930,--aud,--constrained-intra,,,--slow-firstpass,--no-weightb,1.0,1.3,1.0,2.4,0.4,0.8,0.9,2,0,12,40,200,3,20,30,3,0,61,18,2,1000,-2:-2,hex,show,fast,30,ssim
6931,,--constrained-intra,,--no-asm,--slow-firstpass,--no-weightb,1.0,1.5,1.3,1.4,0.5,0.9,0.3,0,2,8,20,240,2,20,0,3,1,69,18,6,1000,1:1,hex,crop,medium,10,ssim
6932,--aud,,,--no-asm,--slow-firstpass,--no-weightb,1.0,1.6,1.2,1.6,0.4,0.6,0.3,0,2,8,25,280,2,30,30,5,0,67,48,2,2000,-1:-1,umh,show,superfast,30,grain
6933,,,,,--slow-firstpass,--weightb,3.0,1.4,1.2,2.2,0.6,0.6,0.0,1,1,2,20,240,0,24,30,3,3,65,38,3,2000,1:1,umh,show,veryslow,30,grain
6934,--aud,--constrained-intra,,,--slow-firstpass,--weightb,1.5,1.4,1.4,1.6,0.5,0.9,0.7,1,0,10,45,250,2,28,30,5,1,61,48,1,1000,-1:-1,umh,crop,slow,40,psnr
6935,,--constrained-intra,,--no-asm,,--weightb,1.0,1.4,1.1,2.8,0.6,0.9,0.7,0,0,0,30,220,4,26,20,4,1,65,48,4,1000,1:1,hex,crop,faster,0,animation
6936,,,,,,--weightb,2.0,1.0,1.1,4.6,0.3,0.8,0.5,2,0,0,40,200,2,20,20,4,4,61,18,2,2000,1:1,dia,show,superfast,30,psnr
6937,,,,,--slow-firstpass,--no-weightb,1.5,1.1,1.1,4.0,0.5,0.9,0.2,0,2,4,40,210,2,24,40,5,4,64,48,6,1000,-2:-2,hex,crop,faster,10,animation
6938,--aud,--constrained-intra,,,--slow-firstpass,--no-weightb,0.5,1.1,1.2,2.6,0.6,0.7,0.5,2,2,6,10,230,0,20,0,4,0,68,18,4,2000,-1:-1,hex,show,ultrafast,30,animation
6939,,,,--no-asm,,--no-weightb,3.0,1.0,1.0,4.8,0.4,0.6,0.9,0,0,0,45,220,0,26,30,5,3,69,48,3,1000,-1:-1,umh,crop,faster,40,animation
6940,--aud,,,,,--weightb,1.5,1.5,1.2,0.4,0.6,0.6,0.2,2,2,10,40,220,3,26,20,5,4,69,38,4,2000,1:1,dia,crop,placebo,30,grain
6941,--aud,,,--no-asm,--slow-firstpass,--no-weightb,1.5,1.4,1.2,0.8,0.4,0.6,0.7,0,1,6,40,300,0,26,0,3,1,61,18,2,2000,-1:-1,hex,crop,faster,10,ssim
6942,--aud,,,,,--weightb,1.5,1.3,1.2,1.2,0.6,0.6,0.5,3,2,0,40,290,0,27,0,4,0,64,28,3,2000,-2:-2,hex,show,placebo,0,psnr
6943,,,,--no-asm,,--no-weightb,1.5,1.3,1.0,0.2,0.6,0.8,0.8,2,1,16,15,290,2,28,30,3,1,65,28,4,1000,-2:-2,umh,crop,superfast,40,animation
6944,--aud,,,,--slow-firstpass,--no-weightb,0.5,1.5,1.0,2.8,0.5,0.7,0.0,3,0,2,0,290,1,21,40,4,1,61,48,4,1000,1:1,dia,crop,ultrafast,40,grain
6945,--aud,--constrained-intra,,--no-asm,,--no-weightb,2.5,1.2,1.0,5.0,0.6,0.7,0.3,0,1,0,0,240,1,21,10,4,4,69,28,6,2000,-2:-2,dia,crop,superfast,0,ssim
6946,,--constrained-intra,,--no-asm,--slow-firstpass,--weightb,1.0,1.6,1.0,1.4,0.4,0.6,0.2,3,0,4,25,200,0,26,20,4,3,66,38,2,2000,-2:-2,umh,crop,slower,10,ssim
6947,--aud,,,--no-asm,--slow-firstpass,--no-weightb,0.0,1.5,1.0,4.2,0.5,0.9,0.6,0,2,0,30,300,3,24,10,4,0,62,38,2,2000,-2:-2,hex,crop,superfast,10,psnr
6948,--aud,,,,--slow-firstpass,--no-weightb,1.5,1.2,1.4,2.8,0.4,0.6,0.1,1,0,2,25,240,2,21,10,3,0,61,18,2,2000,1:1,hex,show,slower,40,ssim
6949,,,,--no-asm,,--no-weightb,1.5,1.3,1.4,3.8,0.6,0.9,0.8,2,2,16,20,270,0,24,20,4,1,64,48,4,1000,1:1,dia,crop,fast,0,ssim
6950,--aud,--constrained-intra,,--no-asm,,--no-weightb,1.5,1.0,1.1,0.4,0.3,0.7,0.8,1,2,10,35,300,4,20,0,4,1,66,38,3,2000,-2:-2,umh,crop,superfast,0,ssim
6951,,,,,--slow-firstpass,--weightb,0.0,1.6,1.3,3.0,0.5,0.7,0.4,0,0,0,10,210,3,24,0,3,4,67,48,3,1000,-2:-2,umh,show,medium,0,psnr
6952,,--constrained-intra,,--no-asm,,--no-weightb,0.5,1.2,1.2,4.4,0.2,0.8,0.3,3,0,12,50,200,4,22,10,3,3,60,38,1,1000,1:1,umh,crop,faster,30,animation
6953,,,,,--slow-firstpass,--no-weightb,1.5,1.3,1.1,1.6,0.4,0.6,0.3,1,0,6,45,280,2,22,20,3,1,61,28,5,2000,1:1,dia,show,superfast,0,psnr
6954,,--constrained-intra,,--no-asm,,--no-weightb,0.5,1.5,1.2,3.4,0.6,0.9,0.7,0,0,0,45,210,3,29,10,3,3,68,18,5,1000,1:1,umh,crop,faster,40,psnr
6955,,,,--no-asm,,--weightb,2.0,1.6,1.0,3.6,0.2,0.8,0.9,0,1,6,50,240,2,24,10,5,4,68,28,6,1000,-1:-1,umh,crop,faster,0,grain
6956,--aud,,--intra-refresh,--no-asm,--slow-firstpass,--weightb,0.0,1.0,1.4,2.4,0.6,0.8,0.6,0,1,6,5,280,1,25,40,4,4,63,18,1,1000,-2:-2,dia,crop,fast,0,animation
6957,,--constrained-intra,,--no-asm,,--no-weightb,1.5,1.4,1.3,1.8,0.2,0.9,0.0,3,2,2,35,240,0,22,10,4,4,65,38,6,1000,1:1,umh,show,medium,10,ssim
6958,--aud,--constrained-intra,,,,--no-weightb,1.0,1.1,1.3,4.8,0.3,0.8,0.4,1,0,8,30,270,1,24,40,5,0,69,48,3,2000,1:1,dia,crop,placebo,30,animation
6959,--aud,,,,,--weightb,0.0,1.4,1.1,4.6,0.4,0.7,0.6,0,2,0,15,300,1,25,10,5,2,67,28,3,2000,1:1,dia,crop,slow,10,grain
6960,,,,--no-asm,--slow-firstpass,--weightb,1.5,1.5,1.1,4.8,0.3,0.8,0.0,2,1,12,0,200,1,25,40,3,3,62,48,1,1000,-2:-2,hex,show,slow,30,psnr
6961,--aud,,,,,--no-weightb,0.5,1.5,1.4,2.2,0.5,0.7,0.8,1,2,6,35,220,2,24,50,5,4,60,38,3,2000,-1:-1,hex,crop,veryslow,30,ssim
6962,--aud,--constrained-intra,,--no-asm,--slow-firstpass,--weightb,2.5,1.3,1.4,4.4,0.6,0.9,0.6,2,1,6,10,250,1,25,30,3,3,64,18,6,1000,-1:-1,umh,crop,veryfast,30,grain
6963,,,,,--slow-firstpass,--no-weightb,3.0,1.3,1.1,1.2,0.5,0.6,0.3,3,0,6,45,280,1,22,0,3,3,60,28,2,2000,-1:-1,hex,crop,veryslow,0,animation
6964,,,,--no-asm,--slow-firstpass,--no-weightb,1.5,1.5,1.1,4.8,0.6,0.9,0.5,2,0,16,20,300,1,28,10,4,3,64,18,4,1000,-2:-2,dia,show,faster,10,animation
6965,--aud,--constrained-intra,,,--slow-firstpass,--no-weightb,2.0,1.6,1.4,0.2,0.4,0.9,0.3,3,1,6,10,260,0,29,20,3,4,62,48,6,2000,1:1,dia,crop,fast,0,animation
6966,,--constrained-intra,,--no-asm,,--weightb,3.0,1.1,1.2,3.6,0.5,0.9,0.3,2,2,16,45,200,4,24,40,4,4,65,38,3,2000,-1:-1,hex,show,faster,0,animation
6967,,--constrained-intra,,,--slow-firstpass,--no-weightb,0.5,1.4,1.1,0.2,0.2,0.6,0.0,0,1,10,40,210,2,23,20,5,1,67,18,5,1000,-1:-1,hex,crop,slower,10,ssim
6968,,,,,,--no-weightb,0.0,1.6,1.2,0.4,0.6,0.7,0.6,0,1,10,20,200,0,29,40,5,0,66,38,5,2000,-2:-2,umh,show,superfast,30,grain
6969,,--constrained-intra,,--no-asm,,--no-weightb,0.0,1.3,1.4,1.0,0.5,0.6,0.2,0,2,10,35,300,3,29,10,3,0,60,18,3,1000,-2:-2,umh,show,ultrafast,10,psnr
6970,--aud,,,,,--no-weightb,2.0,1.0,1.2,0.4,0.5,0.8,0.0,1,1,4,40,240,4,23,0,4,1,61,38,5,1000,-1:-1,umh,crop,faster,30,animation
6971,,,,--no-asm,--slow-firstpass,--no-weightb,0.0,1.0,1.0,0.4,0.4,0.6,0.0,3,1,0,0,220,4,24,30,3,4,63,18,2,2000,-1:-1,umh,show,placebo,0,ssim
6972,--aud,,,--no-asm,--slow-firstpass,--weightb,2.0,1.6,1.3,3.2,0.6,0.7,0.7,3,1,16,30,300,1,22,0,4,0,61,48,4,2000,1:1,umh,crop,fast,0,ssim
6973,--aud,--constrained-intra,,,--slow-firstpass,--weightb,1.0,1.2,1.1,1.2,0.6,0.6,0.0,3,2,6,15,290,4,24,30,3,3,60,48,6,2000,-1:-1,umh,crop,veryslow,10,ssim
6974,,--constrained-intra,,--no-asm,--slow-firstpass,--weightb,0.5,1.0,1.1,5.0,0.5,0.9,0.2,1,0,0,0,250,0,28,10,5,3,61,48,3,2000,-2:-2,umh,show,medium,30,grain
6975,--aud,,,--no-asm,--slow-firstpass,--weightb,1.5,1.3,1.4,1.4,0.5,0.8,0.3,3,1,2,20,270,3,29,0,3,2,65,28,1,2000,1:1,umh,show,medium,30,psnr
6976,,,,,,--weightb,2.0,1.5,1.0,2.6,0.5,0.6,0.1,2,1,12,5,270,4,27,30,3,1,66,38,4,2000,-2:-2,hex,show,superfast,10,grain
6977,,,,,,--no-weightb,0.0,1.2,1.0,1.2,0.2,0.9,0.7,0,0,4,10,280,4,27,40,4,3,67,18,2,1000,-2:-2,hex,crop,slower,40,animation
6978,--aud,--constrained-intra,,--no-asm,--slow-firstpass,--no-weightb,1.5,1.6,1.4,5.0,0.2,0.9,0.4,1,1,4,10,210,1,25,40,5,3,66,18,6,2000,-2:-2,dia,show,veryfast,10,psnr
6979,,,,--no-asm,--slow-firstpass,--weightb,0.0,1.3,1.1,4.6,0.6,0.8,0.4,1,0,12,0,250,2,28,20,4,0,61,48,4,2000,-2:-2,umh,show,faster,10,grain
6980,--aud,,,,--slow-firstpass,--no-weightb,1.0,1.0,1.3,0.6,0.5,0.9,0.9,2,0,14,25,270,2,30,0,3,4,65,18,3,2000,-2:-2,dia,crop,faster,10,grain
6981,--aud,,,,,--no-weightb,1.0,1.6,1.3,3.6,0.6,0.8,0.4,2,0,2,30,300,4,29,20,5,4,65,18,5,1000,1:1,dia,crop,medium,30,psnr
6982,,--constrained-intra,,,--slow-firstpass,--no-weightb,2.0,1.5,1.2,0.6,0.5,0.8,0.9,0,0,12,50,210,3,23,50,4,1,61,38,4,2000,1:1,hex,show,placebo,30,animation
6983,,--constrained-intra,,--no-asm,--slow-firstpass,--weightb,2.5,1.1,1.3,5.0,0.4,0.9,0.9,0,1,16,20,260,0,29,10,4,4,66,48,3,1000,-2:-2,umh,crop,veryslow,10,ssim
6984,,,,--no-asm,--slow-firstpass,--weightb,3.0,1.0,1.0,0.8,0.2,0.6,0.2,2,2,16,20,220,3,22,40,3,4,63,48,2,2000,-2:-2,hex,show,slow,0,psnr
6985,,,,--no-asm,,--weightb,1.5,1.2,1.2,2.6,0.2,0.7,0.5,3,0,10,30,270,4,28,50,3,1,60,38,4,2000,-2:-2,dia,show,placebo,30,psnr
6986,--aud,--constrained-intra,,--no-asm,,--no-weightb,1.5,1.5,1.3,4.8,0.5,0.9,0.2,0,1,2,15,210,4,29,20,3,3,63,28,4,1000,1:1,umh,crop,medium,0,animation
6987,--aud,--constrained-intra,,,,--weightb,0.5,1.5,1.2,4.0,0.5,0.6,0.6,3,0,8,20,230,4,20,20,5,2,61,28,1,1000,-2:-2,umh,crop,placebo,30,animation
6988,--aud,--constrained-intra,,--no-asm,--slow-firstpass,--no-weightb,1.5,1.3,1.4,0.6,0.4,0.8,0.2,3,1,6,20,250,0,20,0,4,0,64,28,1,2000,-1:-1,dia,crop,ultrafast,30,animation
6989,--aud,,,,--slow-firstpass,--weightb,3.0,1.5,1.3,4.6,0.4,0.6,0.2,2,1,8,30,240,1,22,40,4,3,63,48,1,1000,-1:-1,hex,crop,medium,10,ssim
6990,--aud,--constrained-intra,,--no-asm,,--no-weightb,1.5,1.5,1.0,4.6,0.2,0.6,0.5,1,2,4,35,230,3,21,50,4,1,60,18,4,2000,-1:-1,dia,show,fast,10,grain
6991,,--constrained-intra,,--no-asm,,--no-weightb,0.0,1.5,1.1,3.8,0.3,0.6,0.7,3,0,4,50,240,2,28,50,4,1,62,28,3,2000,1:1,dia,show,veryslow,10,ssim
6992,--aud,--constrained-intra,,--no-asm,,--weightb,0.0,1.2,1.2,3.8,0.2,0.6,0.3,0,0,10,20,200,1,23,50,5,1,60,28,2,2000,1:1,umh,show,slower,0,animation
